year,reg_name,tax_name,reg_id,tax_id,amount
2013,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,67098706.61
2017,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,79035112.44
2016,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,76294679.54
2014,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,73277233.05
2018,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,85759999.44
2019,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,87857153.29
2015,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,75867560.38
2012,Provence-Alpes-Côte d'Azur,Charges financières,d2cc5169-137b-41a4-a683-91d94847ef98,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,60510791.47
2013,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8033153.34
2012,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,7641729.63
2015,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6294463.03
2019,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9492674.97
2017,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11740392.15
2012,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6877918.58
2013,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8173541.38
2014,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,7182056.28
2014,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,7609704.73
2015,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,7305958.75
2018,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10586984.36
2016,Normandie,Charges financières,595dfc9d-6340-431b-89e0-d97b6a981735,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12152807.34
2015,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,21268776.95
2013,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,15265449.66
2017,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,18476826.42
2019,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,22554583.36
2012,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12235906.13
2018,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,23280502.78
2014,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,16855365.17
2016,Corse,Charges financières,d8581684-67e6-4201-b019-9499161dc5c2,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,25959901.09
2017,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10935781.58
2015,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10086234.19
2013,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11898811.28
2013,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4308665.14
2018,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9406752.35
2019,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9641143.32
2014,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11681116.25
2012,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12419444.84
2016,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11978116.93
2015,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,3720886.36
2014,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4302070.14
2012,Bourgogne-Franche-Comté,Charges financières,b9ff01eb-b0b9-4a81-87d9-6d4f78e93e53,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4912529.42
2018,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,31402432.52
2019,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,31764449.21
2013,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,22344962.08
2017,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,29756052.04
2016,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,28521630.73
2014,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4904666.1
2012,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6056924.73
2013,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13205564.2
2015,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,24361609.34
2012,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,20654346.44
2014,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,24692959.11
2015,Occitanie,Charges financières,2ebd2c63-4501-422b-8a44-a8985bc4a1da,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4845918.99
2013,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13017905.43
2013,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10045224.59
2017,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,41672278.8
2014,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,16539355.89
2014,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9924109.11
2012,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,14621608.85
2012,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10621797.93
2018,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,47034269.63
2019,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,39198519.12
2016,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,44706060.85
2015,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,18262443.16
2015,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,20089329.17
2013,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,14010901.25
2012,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11182892.42
2015,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12777974.35
2014,Nouvelle-Aquitaine,Charges financières,7367518c-3bee-47fa-93ee-427254c5c95e,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13219552.77
2014,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10037073.06
2012,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8452077.24
2017,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10777028.73
2013,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8045876.25
2016,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11719093.69
2015,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11837381.26
2018,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10676573.36
2019,Bretagne,Charges financières,da7eb159-014b-49b4-96aa-fbb69758f29f,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,10638211.99
2013,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,28610210.64
2015,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,31947133.17
2018,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,30328002.02
2016,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,28693077.27
2012,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,26049916.04
2014,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,30742963.88
2017,Pays de la Loire,Charges financières,50e962a2-0f93-4e06-8225-bd736a697012,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,29648158.25
2014,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,15337154.15
2019,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8540840.62
2017,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9652933.22
2016,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13567578.37
2015,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13285804.43
2013,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,17825783.38
2018,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9645952.85
2012,Centre-Val de Loire,Charges financières,abb4141f-f575-4fec-862d-ad4b51256af5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,17718413.35
2014,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,22060926.55
2016,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,60836436.88
2015,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,31675809.75
2015,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,21389488.55
2012,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12047840.85
2013,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,25054624.48
2013,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,23016486.12
2017,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,59852584.27
2019,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,54627192.49
2014,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,31334391.76
2012,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,24061841.41
2013,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11278909.38
2012,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,24191631.09
2018,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,58239199.95
2014,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11301839.23
2015,Grand Est,Charges financières,9be7fce3-5775-4cad-8545-b125b6a820c8,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13254599.76
2013,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,50421277.97
2013,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,14776783.34
2019,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,60493806.84
2012,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,16913791.55
2014,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,59498192
2014,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13838396.16
2017,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,66622765.11
2016,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,70697565.21
2015,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,60171064.79
2015,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13387686.26
2018,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,63720154.57
2012,Hauts-de-France,Charges financières,b18c4851-c734-4f67-9d5d-198ec3d317b6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,43186391.89
2012,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,49871038.67
2015,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,60570822.66
2014,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,56309222.06
2018,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,59085452.77
2019,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,55589288.18
2017,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,64342971.13
2012,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,26382024.52
2015,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,18752860.78
2013,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,22471459.61
2016,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,69109334.11
2014,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,20908249.16
2013,Auvergne-Rhône-Alpes,Charges financières,9e540192-ace7-425f-9987-aaf5ae031274,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,53272409.45
2015,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,123989908.3
2012,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,153642477.1
2019,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,125414307
2014,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,128777661.5
2016,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,122609318.1
2017,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,121837728.5
2018,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,118690300.6
2013,Île-de-France,Charges financières,729fa8ca-e093-4744-83df-3481aaa9dc6d,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,139793765.8
2013,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5727218.21
2012,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6386577.79
2017,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9279103.08
2014,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5338609.34
2016,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,7090923.48
2015,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5090513.85
2019,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6862395.61
2018,Guadeloupe,Charges financières,6025eeaf-621e-4249-8574-316a14ad4fe5,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,6313369.91
2019,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9975087.29
2012,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,2272165.71
2015,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4726546.71
2014,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5351578.76
2017,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,13488453.24
2013,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5938130.36
2018,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12485921.98
2016,Martinique,Charges financières,2c776fd7-5684-41c1-a14b-20c7a57aba33,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,12906945.66
2015,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4170588.11
2017,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4429553.9
2016,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4488165.97
2012,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5396918.5
2019,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,3089564.21
2014,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,4903758.6
2018,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,3334935.01
2013,Guyane,Charges financières,52393301-f3ee-44ae-b9c7-7a2e546dd159,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,5116601.26
2013,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9876686.35
2014,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,9171534.82
2019,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,23205977.78
2012,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11370165.11
2017,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,16473220.91
2015,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,8455398.75
2016,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,11251114.57
2018,La Réunion,Charges financières,62512c29-eb2a-4d06-b9ea-34e78eae65f6,08a0eb61-f98d-4b6d-ba03-0e3c118c5da5,20676164.3
2013,Provence-Alpes-Côte d'Azur,CVAE,d2cc5169-137b-41a4-a683-91d94847ef98,7c85096d-d549-426d-939d-a2339f0814c6,258064116
2012,Provence-Alpes-Côte d'Azur,CVAE,d2cc5169-137b-41a4-a683-91d94847ef98,7c85096d-d549-426d-939d-a2339f0814c6,239731588
2019,Provence-Alpes-Côte d'Azur,CVAE,d2cc5169-137b-41a4-a683-91d94847ef98,7c85096d-d549-426d-939d-a2339f0814c6,629566622
